User.ID,ISBN,Book.Rating,One
243077,671775715,0,1
216724,345391330,0,1
257204,440220696,0,1
161685,440202043,4,1
203844,670811475,10,1
200226,553290789,0,1
173481,446611085,0,1
240495,60537639,10,1
185536,033028052X,8,1
235117,316537284,0,1
190741,1566194881,0,1
248922,671510053,0,1
168144,1564581349,9,1
224108,515120618,10,1
225087,836261372,10,1
213760,553279912,0,1
190741,553279718,0,1
206202,520027264,5,1
209756,451206533,0,1
226918,1551669722,8,1
251422,451188063,0,1
278418,1885222556,0,1
196691,963614649,0,1
258175,3453036972,0,1
190925,1563152878,0,1
234623,877954526,0,1
235105,051788710X,0,1
167800,051759384X,0,1
277965,679781587,9,1
183995,590444956,0,1
259380,61013315,0,1
181176,671667203,0,1
247211,207146136,0,1
271284,821720406,0,1
249894,500019053,0,1
238781,373289456,0,1
271284,425115801,0,1
198762,747266921,0,1
209050,067087292X,0,1
242750,345305136X,0,1
241666,679428895,0,1
168129,2253003867,0,1
225996,1567181678,9,1
181176,1585951390,0,1
225379,380015390,9,1
197659,842328750,10,1
209156,201136899,9,1
171594,452272734,7,1
164465,316349216,0,1
201290,312261276,0,1
179733,385336306,0,1
209174,156010593,9,1
224904,886775744,0,1
212898,590420461,0,1
167517,684864703,0,1
246617,701174005,9,1
167471,385324057,0,1
233262,1551669447,0,1
741,345384350,0,1
257204,1560765682,0,1
198711,1570823456,0,1
234623,439544122,0,1
264082,449700712,5,1
185233,812028597,0,1
1533,312971362,0,1
202213,671493310,9,1
189678,446612766,0,1
203968,373610645,0,1
189334,525945253,10,1
271659,373484887,8,1
211426,525935878,0,1
222204,345273753,9,1
2276,451452305,10,1
171118,515111279,7,1
261641,8804425547,0,1
212109,679753834,9,1
225087,446364193,0,1
224450,844069382,0,1
505,385306032,8,1
165766,805036377,6,1
232131,394744926,0,1
184119,156002221,0,1
222296,044002661X,0,1
180857,394505050,0,1
231607,3453189582,7,1
188484,316858692,9,1
210035,821766732,0,1
204864,394576039,0,1
169310,60173289,6,1
233917,842355065,0,1
245827,6199732,0,1
235105,553055860,0,1
208446,689846231,9,1
227393,451179900,9,1
408,312283784,8,1
195694,765342928,0,1
175886,1857231937,0,1
179075,395486025,10,1
256402,48233404,0,1
196985,743467094,0,1
168064,451524934,0,1
207259,044100542X,0,1
209756,440224594,0,1
227771,671026291,2,1
246617,340173068,0,1
186037,156027321,8,1
182987,60188707,0,1
182442,044023722X,0,1
179733,385333412,0,1
198012,898799775,5,1
196738,553266179,7,1
254206,399136150,9,1
164944,2277302228,0,1
171118,747231214,8,1
175003,60001453,0,1
179978,307302636,8,1
198711,553579002,0,1
230496,671670662,0,1
234657,913866121,10,1
265115,451188128,0,1
192158,312976275,8,1
213255,613212320,0,1
236283,449245063,7,1
248718,879973722,8,1
189334,671884026,0,1
174131,440428130,0,1
228764,671042475,0,1
189139,886774519,7,1
234765,140168125,0,1
171942,3373000459,0,1
219546,72354283,0,1
182527,425175405,7,1
252865,373484909,0,1
252695,440997313,0,1
225659,395877520,8,1
268330,446364193,0,1
185233,670260770,5,1
202036,1551667002,0,1
268622,142003441,0,1
223211,553235753,0,1
177458,087113795X,0,1
171475,849911796,8,1
234828,051513399X,0,1
210816,60159081,10,1
177072,446351709,0,1
165308,60935464,9,1
189835,838315275,5,1
179772,1895455049,0,1
224564,2744164445,0,1
230496,345441036,9,1
193676,618173870,0,1
175367,207040966X,0,1
254498,8843025554,0,1
257028,446518859,0,1
194653,8817204455,0,1
162052,517704137,10,1
271557,385259115,0,1
204359,312853920,0,1
271896,8476293259,0,1
190741,080410798X,0,1
183196,743482999,0,1
190969,9780006531777,9,1
242106,394900014,0,1
261412,3596221242,7,1
262459,425142485,0,1
258665,067166607X,9,1
266056,1551666510,7,1
178265,802139183,0,1
265403,373253877,0,1
223311,185594135X,0,1
245827,689806469,0,1
234623,590371258,0,1
194669,140481346,0,1
182085,373071809,10,1
234828,446363251,2,1
203968,034537472X,0,1
189835,679600248,5,1
198711,307602958,0,1
203649,671011367,0,1
169663,142000221,0,1
268639,515130613,5,1
252662,345438736,0,1
251467,1584856572,10,1
236757,316479977,9,1
218608,971880107,0,1
264321,071811115X,5,1
268833,451410556,0,1
171887,552998001,4,1
162639,451173376,0,1
214464,881724614X,0,1
225595,312288794,10,1
209516,140040633,7,1
182746,440241073,0,1
227447,671742647,0,1
625,2070334368,7,1
253859,8420481025,0,1
219951,141182709,8,1
240643,142004235,0,1
259006,515099279,8,1
262399,345358805,0,1
217121,345445856,0,1
225078,399145672,7,1
250764,446604402,0,1
170184,140284117,0,1
190741,786006528,3,1
190807,373153295,0,1
189334,836220870,0,1
245963,425141233,0,1
234911,380730138,0,1
238781,385295944,0,1
232131,60972785,0,1
240144,840724551,0,1
189453,671772325,5,1
173684,80078025,0,1
258235,385322542,0,1
213350,385474547,0,1
179978,794402526,10,1
207825,440802970,5,1
198711,373075715,0,1
162639,743225724,0,1
261603,875424864,5,1
206570,553480383,0,1
197659,449243761,8,1
201776,786889101,10,1
223942,553379240,0,1
190925,821774964,7,1
261766,8878182311,7,1
242269,374265062,0,1
196047,671004239,0,1
214843,446610100,0,1
234565,425120279,0,1
166596,61092541,0,1
219254,684196433,5,1
259570,671003755,8,1
270604,671829173,7,1
170861,515137200,0,1
244688,1551667304,0,1
238781,553342495,0,1
227447,871138557,0,1
171968,743419057,0,1
198711,893758132,0,1
265591,553213415,0,1
161936,142000930,0,1
166596,671510126,0,1
231210,373160399,0,1
230581,812517725,0,1
183532,849937035,8,1
170184,553405705,8,1
213350,684835339,0,1
260961,440514428,10,1
2906,2070383326,0,1
208406,394178009,10,1
271425,451450523,9,1
185233,916392066,5,1
173632,3704311405,0,1
212898,373709064,0,1
189334,374246262,0,1
223231,590484753,9,1
168132,345391055,0,1
259380,373763441,0,1
229448,449134482,0,1
213350,28604032,0,1
211212,865713537,5,1
200585,345342968,0,1
228764,515127833,0,1
278418,590691910,0,1
248168,31243958,0,1
188689,8420699934,0,1
185233,345427637,0,1
203649,590606174,0,1
197913,553566849,9,1
270418,671470493,3,1
278418,1902367081,0,1
267409,767915054,0,1
222554,2070428184,7,1
200746,586066888,0,1
216724,1558746161,10,1
225087,399148760,10,1
225986,749743921,0,1
229675,552142557,6,1
236172,938179004,0,1
264525,9814096679,8,1
272247,067977016X,5,1
201447,037303413X,0,1
242106,373711158,0,1
215677,571190022,0,1
227447,448095467,0,1
241523,3423117370,0,1
211847,1559210370,0,1
235342,140620303,9,1
251422,449129551,0,1
184547,671047310,0,1
190925,778320480,0,1
2766,449219372,0,1
170518,314024794,0,1
227447,037379018X,0,1
196457,533106583,0,1
224435,679405283,0,1
190844,60584750,10,1
222292,749395443,9,1
232131,055321263X,0,1
212898,553294008,0,1
175493,3499155338,0,1
251642,312995423,0,1
256167,671694979,0,1
246671,843947772,0,1
164533,1551563819,0,1
198711,780205901,0,1
242824,671741195,0,1
277982,373264119,0,1
213126,449910237,0,1
203502,671737279,0,1
199041,441735762,0,1
232131,449001504,0,1
184299,671745964,0,1
268319,312864256,9,1
167800,786004622,0,1
231354,441008615,10,1
220512,399150749,8,1
184299,345302486,0,1
218726,1558746226,7,1
257648,751530743,0,1
232131,747231702,0,1
169233,446608718,0,1
201526,440908035,0,1
231237,440222788,0,1
219683,441644651,0,1
208095,042516098X,0,1
171638,051513628X,0,1
225686,679742581,8,1
170518,553576143,0,1
270713,1885171080,0,1
226545,380815354,0,1
190885,811814424,6,1
231897,312967098,8,1
183995,931089956,9,1
192176,345435249,0,1
209516,712664475,8,1
250962,671704591,0,1
827,590453130,0,1
198012,486287769,8,1
278418,394825225,0,1
269988,449148319,0,1
240799,188996008X,10,1
187145,962858706,8,1
191326,425044750,5,1
261412,3100660250,8,1
249407,345337646,0,1
171118,140150129,0,1
242006,373092253,0,1
209160,081257558X,0,1
1249,440226430,5,1
241666,679454446,0,1
278418,821758756,0,1
163485,1562611917,0,1
189813,440222990,8,1
232850,345358791,8,1
221753,60921145,10,1
193469,873646878,6,1
179744,325000670,0,1
242465,809246287,9,1
262968,884540580X,0,1
164413,9500704145,0,1
167800,1551668777,0,1
216444,60637242,0,1
269510,520215745,9,1
269557,60534044,9,1
250764,425103315,0,1
206563,399147195,10,1
229551,373250460,0,1
255218,553051822,0,1
177862,842333665,0,1
188676,067942573X,0,1
2033,889652066,8,1
216745,440474566,0,1
170518,446603589,0,1
211307,553101161,7,1
266226,155652210X,0,1
180651,552146153,0,1
216829,553377884,10,1
638,316769487,10,1
236270,345307565,8,1
187517,1551663058,0,1
209160,045120994X,0,1
174326,380730138,10,1
190925,380820846,0,1
266753,156806797,0,1
182085,843950595,0,1
258690,316852570,0,1
235282,553378910,9,1
264082,671867113,5,1
263129,1862911827,0,1
234925,312983662,0,1
240630,440241073,0,1
251391,375707425,0,1
186821,316776963,0,1
171118,671870947,0,1
198711,590524674,0,1
264321,553258524,8,1
276848,3462026062,8,1
230522,515110396,0,1
207721,156027321,0,1
261496,345377648,8,1
189392,345436911,0,1
217121,676974511,8,1
201674,1551666952,0,1
268300,553579754,7,1
225087,679425136,0,1
234623,385495692,0,1
236283,679803718,0,1
189832,140177361,0,1
170861,61015725,0,1
205554,553210793,0,1
254899,671543210,8,1
252507,9788826313818,9,1
172930,590762540,0,1
208147,449005615,0,1
208829,886773865,0,1
267282,373218230,0,1
225087,671704710,0,1
189835,080840475X,5,1
189334,394224930,0,1
278418,081674517X,0,1
243077,505524384,0,1
216683,380771594,7,1
206774,9050931782,9,1
205735,345306406,0,1
212898,843939621,0,1
242515,140328629,9,1
208382,440217520,7,1
245963,671819267,0,1
265591,509331999,5,1
216444,60502258,0,1
268932,1894160002,0,1
252820,140074317,0,1
251721,805062734,2,1
245963,440113555,0,1
163517,3570002942,0,1
266866,449221490,0,1
163488,792441915,0,1
259629,312968051,0,1
227447,590476769,5,1
246959,038077724X,0,1
187065,553576550,2,1
187266,312855966,0,1
189080,140445560,8,1
278188,590448331,7,1
224904,441002188,0,1
278418,373704704,0,1
232131,140350292,0,1
196457,671534726,0,1
263413,756401836,8,1
183958,1870845021,8,1
172512,874572096,0,1
234623,449219461,0,1
200643,385501560,9,1
179812,99552817,7,1
206979,60502258,0,1
210792,038049163X,0,1
163326,679776362,0,1
243827,345426037,0,1
187145,786709820,0,1
278418,689804008,0,1
265109,968747622,0,1
203968,080215039X,0,1
181176,345380290,0,1
268618,385318375,7,1
229862,1931484457,8,1
203240,553275224,0,1
203649,385508042,0,1
180242,8408041770,8,1
251019,553586122,0,1
234623,786239484,0,1
167800,380775727,0,1
217740,2867268664,0,1
191326,8424681428,0,1
258240,671678752,0,1
170742,394837363,9,1
177458,758203489,0,1
204166,1550541765,0,1
181854,451201256,0,1
189392,1583224939,8,1
208907,517035529,10,1
230522,862322952,8,1
184299,60250712,0,1
264525,1576738159,9,1
277639,425117758,0,1
212898,671721100,0,1
204334,743418174,0,1
162777,140350888,8,1
225986,6510272,0,1
231210,373116756,0,1
215388,044023669X,10,1
170518,373760426,0,1
252292,679989560,0,1
189835,831778415,5,1
259155,2844050328,8,1
198557,425132951,9,1
212898,446805580,0,1
269564,1588204030,0,1
189139,440501601,9,1
161619,552142085,0,1
259625,590554085,0,1
245963,140067477,0,1
212898,440223717,0,1
252953,886776945,0,1
235842,440407117,0,1
242824,373286031,0,1
208829,515108030,0,1
196859,1852863579,0,1
245829,679404864,0,1
190885,385336764,0,1
161211,786885688,0,1
189835,140862137,5,1
181176,1400031192,0,1
223231,441005195,8,1
212898,771033346,0,1
182086,515129968,10,1
208147,312927746,0,1
231827,373243286,0,1
249015,3442420024,0,1
182521,451184025,0,1
245410,870446924,0,1
224249,743418174,9,1
228789,349109435,8,1
239594,140140352,9,1
209464,385730713,10,1
248259,1878663097,10,1
211770,743460529,0,1
212898,451191692,0,1
249628,8775011573,0,1
194676,037316744X,0,1
250064,1931484120,10,1
260234,3257231156,0,1
243929,375724850,0,1
208570,679776818,8,1
216444,684188406,0,1
262569,679777504,0,1
220307,440193613,0,1
251339,373201184,0,1
252217,60000961,6,1
243768,3250600555,0,1
230708,752844040,0,1
237534,671723227,6,1
164533,2700021177,0,1
212142,312857195,9,1
190348,439443849,8,1
241086,385504489,0,1
193499,374199698,0,1
179718,312980159,10,1
216012,158314353x,7,1
168816,971880107,0,1
161652,3453052544,9,1
254465,051512947X,0,1
252827,708821243,0,1
167521,330300059,8,1
241548,440224845,0,1
249862,891230564,0,1
172742,394557638,0,1
238057,60198362,8,1
251721,140143505,0,1
161936,684822776,9,1
265834,1583670955,0,1
219008,446670251,0,1
169233,380001373,0,1
271705,1882931440,10,1
203240,821771167,8,1
211426,802135226,0,1
236283,373835124,0,1
264637,425133540,0,1
252292,394873343,10,1
224646,1852862785,8,1
204522,451194861,0,1
184299,142400645,0,1
169233,316666343,0,1
188411,3596112567,9,1
3373,425161242,3,1
173652,789565153,0,1
192428,446603503,6,1
164465,816762791,0,1
166596,440200075,0,1
216683,006109157X,8,1
272120,385050402,0,1
173280,517577631,8,1
173881,385479565,0,1
271448,440204798,8,1
215988,345439244,5,1
190814,373288425,0,1
234623,340664495,10,1
198711,30180813,0,1
262151,140100989,5,1
206563,553279556,10,1
171118,446676969,8,1
255489,345345371,0,1
212898,812523768,0,1
204591,671524208,0,1
232036,821748564,0,1
231891,3257201184,0,1
232131,034539657X,7,1
196077,140119906,0,1
252865,345320115,0,1
247736,1565924177,10,1
3167,671721100,0,1
211919,446527165,0,1
250405,425173097,0,1
238980,140288236,8,1
174848,FROMPUBLISHER,9,1
252071,821773666,0,1
268965,854098283,0,1
265889,067179938X,0,1
166253,037576030X,0,1
195178,449219011,10,1
248496,307137422,9,1
259999,971880107,0,1
241565,373161204,5,1
175052,440220629,0,1
161257,1413408672,8,1
229227,131774298,10,1
257204,345387791,0,1
208558,440219078,8,1
210035,156881802,0,1
245827,590426931,0,1
206534,375500340,0,1
192176,440222028,0,1
213843,61030651,0,1
192245,425154688,0,1
193560,340207647,8,1
208058,345453816,0,1
230522,590738720,0,1
197232,2702412882,0,1
262399,446401684,0,1
207721,1580601200,0,1
161480,2707303143,8,1
247060,451173139,5,1
166123,380717018,0,1
208040,60176970,0,1
221232,451628047,10,1
221309,679808094,7,1
234192,743406184,8,1
237748,078601427X,5,1
213663,2261758,0,1
210035,451167384,0,1
235842,671776126,7,1
232131,385475527,0,1
185771,385471688,0,1
185233,671621963,0,1
171887,074930166X,5,1
271398,446359459,0,1
188192,773721681,0,1
182086,440235537,0,1
242248,373872410,0,1
245963,006096491X,0,1
261185,345454073,8,1
171118,9997405137,0,1
235105,671885375,0,1
254465,373833199,0,1
184532,736902120,10,1
189835,1404318259,5,1
192222,316666343,8,1
240144,471518506,0,1
245782,789473836,7,1
204678,743225406,0,1
161752,425055329,0,1
188196,8401462843,0,1
241666,042516098X,0,1
169233,671496174,0,1
216817,1857029429,0,1
251050,380819651,0,1
205473,881958050,8,1
228313,312278586,0,1
4092,425043231,0,1
223733,743418204,0,1
215942,2080702076,0,1
185248,140231900,6,1
228223,60393203,7,1
214361,3875764382,7,1
182085,373254520,9,1
198711,439448328,0,1
198711,590481142,0,1
172708,451206096,4,1
185233,590281542,5,1
164519,1557280258,0,1
262399,425190919,0,1
179019,440180295,9,1
234623,553275852,0,1
213141,895264080,0,1
224361,8429711341,0,1
236948,75529076,8,1
266867,747538484,0,1
256247,201416069,0,1
1928,671511424,0,1
253080,30036798,5,1
271705,140620109,10,1
237856,805066195,8,1
201017,140072691,0,1
231857,157521072X,0,1
205383,575047119,0,1
212898,449214893,0,1
198711,590615602,0,1
232131,515123447,7,1
218051,9722331108,0,1
184299,380974193,8,1
261105,394756568,0,1
242914,525947914,8,1
165791,074343627X,7,1
246507,312195516,0,1
172742,871086395,0,1
172422,310425220,0,1
230550,1869503589,7,1
182414,312220855,0,1
262399,006109918X,0,1
201806,3548680461,0,1
228998,812572289,0,1
222110,3453161599,0,1
214657,1550651137,0,1
187762,345330145,10,1
235105,553572733,0,1
189835,375757880,5,1
213316,449911942,0,1
168812,019424217X,0,1
172030,055358068X,0,1
270897,679429220,0,1
244494,671042564,10,1
265115,440237300,0,1
175101,440422310,0,1
198711,70064512,0,1
222150,3442451140,0,1
183132,373250215,0,1
196160,452281318,0,1
167704,316666343,5,1
178338,449216284,0,1
243236,074341005X,9,1
174791,671040693,8,1
206979,1643118,0,1
259035,373650701,0,1
194669,425176711,0,1
163973,380718340,9,1
225232,140062564,0,1
233823,451199480,5,1
242824,312977557,0,1
225232,330246674,8,1
265403,671625241,5,1
278652,380820145,7,1
209563,886777054,0,1
170575,425157172,0,1
237411,425162613,0,1
201404,804115613,0,1
238179,451190009,0,1
162155,835607100,7,1
180651,349131627,0,1
202381,373227361,7,1
237866,312979886,8,1
218608,051513628X,6,1
243700,385420161,0,1
183046,786817070,7,1
165319,1573229334,0,1
172030,1557735069,0,1
204591,671036556,6,1
234359,553802461,5,1
187844,3502518025,5,1
246216,916870847,0,1
170400,60187271,0,1
225810,345435796,0,1
256298,1840183772,0,1
2110,394707745,8,1
215947,2253010219,10,1
170634,316112917,0,1
181176,201632837,0,1
222207,037572737X,7,1
241802,590467979,0,1
206534,64401103,0,1
230030,449005615,0,1
267444,967383048,10,1
185313,345340892,5,1
259736,151719586,0,1
172374,1592400876,0,1
236283,038070384X,8,1
237124,375502025,0,1
217375,2894331231,0,1
240258,373224885,0,1
232109,836218426,8,1
269719,385333412,0,1
235498,809229285,10,1
223386,2842054083,0,1
277639,373033559,0,1
241666,871139022,7,1
278418,812559630,0,1
183931,425184234,7,1
187256,446678457,9,1
199562,375824006,0,1
237477,515130125,0,1
203058,380895854,0,1
186043,140281428,0,1
201447,345412877,0,1
208382,671025694,0,1
245188,61000043,0,1
264355,689821654,0,1
197659,873585925,10,1
265014,835928918,0,1
198711,345322428,0,1
170518,743448383,0,1
188796,872201368,10,1
252662,789401444,7,1
179501,60531231,10,1
228913,553244590,8,1
239551,743409256,0,1
171118,767907639,0,1
257204,380810158,0,1
212923,446611247,0,1
233917,440219914,0,1
266865,807015113,0,1
241239,440145465,0,1
162738,451177975,0,1
181687,446530077,8,1
194669,425169847,0,1
194178,671674463,8,1
218005,6511848,0,1
216012,743446259,7,1
248923,752827375,5,1
242824,821766740,0,1
267061,671006754,5,1
199772,472061569,0,1
265626,553076450,7,1
238895,702224316,0,1
251613,446391786,0,1
231210,812967879,10,1
257700,785267107,10,1
206567,440241073,0,1
187145,060960287X,9,1
226545,373123450,0,1
188951,816708851,0,1
258185,425171078,8,1
202253,449701573,2,1
190885,671734202,0,1
179019,525945636,7,1
181076,385335881,0,1
248259,79121837,10,1
162052,1561796727,0,1
195079,553228072,8,1
185233,451204301,0,1
2893,8423988767,0,1
193499,804111359,0,1
206534,316780375,0,1
182987,701160632,0,1
168387,1604163,0,1
250330,074324642X,0,1
225763,345306406,0,1
204591,451198301,0,1
232131,812920791,0,1
163676,055309775X,0,1
277711,60924349,0,1
251584,99747200,8,1
238120,1401088945,0,1
264031,316168688,0,1
265219,8483027941,6,1
245963,553156586,0,1
248718,345324447,10,1
238541,679986286,0,1
180702,30200784,7,1
255489,671023217,0,1
229721,930289552,9,1
224349,684867974,0,1
228633,8521902069,0,1
171986,749399236,0,1
231993,140253181,0,1
240567,1575667673,0,1
265087,086571231X,9,1
271284,515093211,0,1
234404,375752285,0,1
193529,440222656,0,1
256135,345368711,9,1
190708,451074351,0,1
213720,552135771,0,1
209516,1853816000,0,1
162590,440224675,7,1
230522,307119610,0,1
233430,449219364,8,1
231210,140346406,0,1
252071,786889020,0,1
202564,146002083,0,1
165806,552142247,0,1
271705,385409559,0,1
239449,60531800,0,1
170947,373871961,0,1
278168,747530386,6,1
246427,671250671,10,1
175003,446516872,0,1
191716,770429181,0,1
235935,439240700,0,1
268056,552770833,7,1
216444,9041405976,0,1
3757,8476340591,7,1
258185,373243790,0,1
205919,345384202,8,1
177458,771022751,0,1
257028,1570719586,0,1
188010,224061267,0,1
198625,440166497,0,1
175886,263743667,0,1
175003,446609323,0,1
227447,373790864,0,1
174304,671003755,6,1
190925,373261373,0,1
176838,2844141048,9,1
183287,2702427707,0,1
205943,312150946,0,1
261327,671017047,7,1
224430,786867078,10,1
198711,553481746,0,1
271398,446530964,0,1
249111,446395188,6,1
189392,805063897,7,1
177458,553108042,0,1
219546,671670662,0,1
238781,671529692,0,1
168254,1565121104,0,1
246311,052594642X,8,1
225293,802140122,5,1
212898,671724851,0,1
189835,935848657,2,1
189973,553287346,8,1
161467,679450440,9,1
222054,38541059,8,1
196077,809129566,0,1
214443,2748500245,0,1
188696,446400335,9,1
180651,044023722X,0,1
162155,445408553,0,1
258846,679448594,0,1
200574,446608955,0,1
242409,743424190,5,1
254852,425061426,7,1
216771,3546473930,7,1
246678,435232827,10,1
251613,915796864,0,1
264637,373169884,0,1
194275,451204530,0,1
233798,64401847,9,1
3757,848522471X,6,1
193522,679781587,7,1
187863,451523008,8,1
212789,345378482,5,1
242639,1593071639,10,1
255984,732268109,9,1
227302,1931561648,0,1
188478,8879831100,0,1
214244,3937793089,0,1
195694,449002616,0,1
252071,449005275,0,1
198982,6512445,0,1
178393,552131857,0,1
162155,068984445X,8,1
198012,553278274,8,1
256407,670868035,0,1
243077,044101030X,0,1
202765,971880197,0,1
234427,883681536,0,1
257012,1853260002,8,1
243077,073820675X,0,1
269566,449131793,0,1
225986,014003188X,0,1
266867,6711146,0,1
177688,140008381,0,1
234828,425147584,0,1
204474,140431357,0,1
162941,141001828,8,1
244736,385474016,0,1
266678,618134247,7,1
236655,1551664070,0,1
173632,3505081930,0,1
164533,8495407744,6,1
226545,440213525,9,1
216683,312962770,0,1
244736,553213784,0,1
163319,553173340,9,1
187752,141182342,7,1
267061,373616295,0,1
178201,156628708,0,1
182746,006001203X,10,1
272077,590424041,0,1
191819,671496174,10,1
212923,805029648,0,1
202353,451626222,7,1
210822,803950284,7,1
192000,571168132,8,1
173773,525947647,5,1
199900,080411109X,0,1
203799,1558745718,9,1
257204,756400619,10,1
226545,515127299,0,1
262998,1874166056,6,1
185283,1582341656,5,1
250528,553348973,0,1
165319,520217578,0,1
276875,8846200624,8,1
277427,088138013X,0,1
217673,688145094,0,1
227886,684824078,0,1
204864,151157936,0,1
217740,2253006319,0,1
171968,786814934,0,1
230249,374523533,0,1
225634,689859376,5,1
182086,449003884,0,1
174140,373097921,0,1
182993,439376122,10,1
212898,373161786,0,1
242269,671217925,0,1
265115,61042935,0,1
265500,553106333,10,1
268544,670869902,0,1
192816,399143769,10,1
257204,451159748,8,1
182987,679763384,0,1
234623,20811853,0,1
236961,881550523,0,1
193723,553268880,0,1
200226,1551925680,0,1
208805,385319940,9,1
247447,425135721,0,1
1424,60000805,7,1
180651,2070368165,0,1
249111,446604089,0,1
181997,446605883,7,1
231237,1400034779,9,1
166123,886776619,0,1
225989,743211383,10,1
278418,373112599,0,1
172326,515113328,0,1
183,9726953308,0,1
175153,7110928,8,1
242006,1551662620,8,1
230249,486297225,0,1
185510,3453131150,5,1
269743,374158517,7,1
229551,373250398,0,1
228998,312265867,0,1
265908,671708635,5,1
165987,465045138,0,1
243651,373106238,0,1
206695,345326490,0,1
249320,844066057X,0,1
163973,380788756,0,1
217375,679460691,0,1
245963,044636181X,0,1
235105,449223604,0,1
259114,671646850,0,1
258534,440241073,9,1
277746,451206665,0,1
177072,880887621,8,1
234141,821757032,0,1
2358,441735762,0,1
238781,373708335,0,1
219769,2226078762,6,1
236734,515103292,6,1
182269,679724656,0,1
215650,786812923,10,1
182987,679745653,0,1
239971,843137827,7,1
195116,671027492,0,1
196396,764543814,0,1
247752,039330213X,0,1
238961,440961327,0,1
176667,373834659,0,1
233242,140052801,0,1
175886,340822708,0,1
194669,373053495,0,1
2134,60392703,10,1
171118,61015628,0,1
211430,440911486,0,1
259035,440217563,10,1
181176,1551280493,0,1
258636,345404114,0,1
260416,375726349,0,1
227317,345368754,0,1
208600,440237556,10,1
224923,415070317,0,1
172888,2842710835,7,1
220479,553176900,0,1
189558,425121631,8,1
164274,156001314,10,1
